amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position;RDK_freq;RDK_color;RDK_isattended;RDK_isprimed;RDK_electrodes
6.53975579865585;3.54626956705511;0;0;0;0;1;1;[-1 0] ;RDK1;center;17;orange;attended;primed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
4.45983904635412;1.74128385090969;0;0;0;0;1;1;[-1 0] ;RDK2;center;20;blau;attended;nonprimed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
3.24014938935726;0.750522824698651;0;0;0;0;1;1;[-1 0] ;RDK3;center;23;grün;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
6.31191247736914;3.54050754936489;0;0;0;0;1;2;[-1 0] ;RDK1;center;17;orange;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
4.39207741635791;1.69135137210936;0;0;0;0;1;2;[-1 0] ;RDK2;center;20;blau;attended;primed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
3.09054285393664;0.597104364466032;0;0;0;0;1;2;[-1 0] ;RDK3;center;23;grün;attended;nonprimed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
6.53040010124974;3.69609082662142;0;0;0;0;1;3;[-1 0] ;RDK1;center;17;orange;attended;nonprimed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
4.34575885428479;1.65825941435684;0;0;0;0;1;3;[-1 0] ;RDK2;center;20;blau;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
3.12508052763854;0.58310440724947;0;0;0;0;1;3;[-1 0] ;RDK3;center;23;grün;attended;primed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
5.66059772784893;3.60806593845582;-13.4432859249518;1.74257399873936;-0.879158070806921;0.061796371400709;1;1;[0.5 1.5] ;RDK1;center;17;orange;attended;primed;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
