time;condition;participant;SSVEP_mod
-600.490575135286;nonprimed;13;5.58262507120768
-592.685704573686;nonprimed;13;5.29698117574056
-584.880834012087;nonprimed;13;5.01561752955119
-577.075963450488;nonprimed;13;4.74057817459106
-569.271092888889;nonprimed;13;4.47401221593221
-561.466222327289;nonprimed;13;4.21788692474365
-553.66135176569;nonprimed;13;3.97347990671794
-545.856481204091;nonprimed;13;3.74096043904622
-538.051610642492;nonprimed;13;3.51938613255819
-530.246740080893;nonprimed;13;3.30701478322347
-522.441869519293;nonprimed;13;3.10186727841695
-514.636998957694;nonprimed;13;2.90212217966715
-506.832128396095;nonprimed;13;2.70622968673706
-499.027257834495;nonprimed;13;2.51294175783793
-491.222387272896;nonprimed;13;2.32130686442057
-483.417516711297;nonprimed;13;2.13055411974589
-475.612646149698;nonprimed;13;1.94007356961568
-467.807775588099;nonprimed;13;1.74946784973145
-460.002905026499;nonprimed;13;1.5585203965505
-452.1980344649;nonprimed;13;1.3671596844991
-444.393163903301;nonprimed;13;1.17562611897786
-436.588293341701;nonprimed;13;0.984474023183187
-428.783422780102;nonprimed;13;0.794766346613566
-420.978552218503;nonprimed;13;0.60844620068868
-413.173681656904;nonprimed;13;0.429020325342814
-405.368811095304;nonprimed;13;0.262226661046346
-397.563940533705;nonprimed;13;0.114303827285767
-389.759069972106;nonprimed;13;-0.0132421652475993
-381.954199410507;nonprimed;13;-0.124504168828328
-374.149328848907;nonprimed;13;-0.224514802296956
-366.344458287308;nonprimed;13;-0.316826502482096
-358.539587725709;nonprimed;13;-0.403767824172974
-350.73471716411;nonprimed;13;-0.486892461776733
-342.92984660251;nonprimed;13;-0.567195812861125
-335.124976040911;nonprimed;13;-0.645109017690023
-327.320105479312;nonprimed;13;-0.720500946044922
-319.515234917712;nonprimed;13;-0.792654355367025
-311.710364356113;nonprimed;13;-0.860307614008586
-303.905493794514;nonprimed;13;-0.921879212061564
-296.100623232915;nonprimed;13;-0.975869099299113
-288.295752671315;nonprimed;13;-1.02123220761617
-280.490882109716;nonprimed;13;-1.0576585928599
-272.686011548117;nonprimed;13;-1.08539072672526
-264.881140986518;nonprimed;13;-1.10494494438171
-257.076270424918;nonprimed;13;-1.11679045359294
-249.271399863319;nonprimed;13;-1.1213223139445
-241.46652930172;nonprimed;13;-1.11877123514811
-233.661658740121;nonprimed;13;-1.10918871561686
-225.856788178521;nonprimed;13;-1.09242407480876
-218.051917616922;nonprimed;13;-1.06809949874878
-210.247047055323;nonprimed;13;-1.03556903203328
-202.442176493724;nonprimed;13;-0.993603547414144
-194.637305932124;nonprimed;13;-0.934114138285319
-186.832435370525;nonprimed;13;-0.846789201100667
-179.027564808926;nonprimed;13;-0.742147286732992
-171.222694247327;nonprimed;13;-0.623546123504639
-163.417823685727;nonprimed;13;-0.487061262130737
-155.612953124128;nonprimed;13;-0.327104091644287
-147.808082562529;nonprimed;13;-0.141706228256226
-140.00321200093;nonprimed;13;0.065753698348999
-132.19834143933;nonprimed;13;0.291738828023275
-124.393470877731;nonprimed;13;0.53457244237264
-116.588600316132;nonprimed;13;0.793550491333008
-108.783729754533;nonprimed;13;1.06748962402344
-100.978859192933;nonprimed;13;1.36197201410929
-93.1739886313341;nonprimed;13;1.81343555450439
-85.3691180697348;nonprimed;13;2.37967197100321
-77.5642475081355;nonprimed;13;2.95057924588521
-69.7593769465363;nonprimed;13;3.52768691380819
-61.954506384937;nonprimed;13;4.10955142974854
-54.1496358233378;nonprimed;13;4.69436073303223
-46.3447652617385;nonprimed;13;5.28024450937907
-38.5398947001393;nonprimed;13;5.86529159545898
-30.73502413854;nonprimed;13;6.44751008351644
-22.9301535769407;nonprimed;13;7.02485624949137
-15.1252830153415;nonprimed;13;7.59527508417765
-7.32041245374224;nonprimed;13;8.15666850407918
0.484458107857039;nonprimed;13;8.70704460144043
8.28932866945629;nonprimed;13;9.24436855316162
16.0941992310556;nonprimed;13;9.76674207051595
23.8990697926548;nonprimed;13;10.2723441123962
31.7039403542541;nonprimed;13;10.7594307263692
39.5088109158533;nonprimed;13;11.2264534632365
47.3136814774526;nonprimed;13;11.6719344456991
55.1185520390518;nonprimed;13;12.0946288108826
62.9234226006511;nonprimed;13;12.4933559099833
70.7282931622504;nonprimed;13;12.8671867052714
78.5331637238496;nonprimed;13;13.2153177261353
86.3380342854489;nonprimed;13;13.5371301968892
94.1429048470481;nonprimed;13;13.8321541150411
101.947775408647;nonprimed;13;14.1001482009888
