amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position;RDK_freq;RDK_color;RDK_isattended;RDK_isprimed;RDK_electrodes
8.16048231599557;3.17648156034461;0;0;0;0;1;1;[-0.5 0] ;RDK1;center;17;orange;attended;primed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
5.82426712739522;1.08963204249403;0;0;0;0;1;1;[-0.5 0] ;RDK2;center;20;blau;attended;nonprimed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
4.72234021592464;0.725630503333262;0;0;0;0;1;1;[-0.5 0] ;RDK3;center;23;grün;not attended;not attended;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
7.94753551267391;3.48506034823025;0;0;0;0;1;2;[-0.5 0] ;RDK1;center;17;orange;not attended;not attended;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
5.93674317851865;0.930448371360744;0;0;0;0;1;2;[-0.5 0] ;RDK2;center;20;blau;attended;primed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
4.39717281889592;0.552919143330458;0;0;0;0;1;2;[-0.5 0] ;RDK3;center;23;grün;attended;nonprimed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
7.96558995268464;3.58281187126539;0;0;0;0;1;3;[-0.5 0] ;RDK1;center;17;orange;attended;nonprimed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
5.73272169876962;1.22305046352326;0;0;0;0;1;3;[-0.5 0] ;RDK2;center;20;blau;not attended;not attended;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
4.44275219192332;0.47658211002927;0;0;0;0;1;3;[-0.5 0] ;RDK3;center;23;grün;attended;primed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
7.23396574857548;3.91057547994329;-11.3536986117108;23.1102843083729;-0.926516567420096;0.734093919598679;1;1;[0.25 0.75] ;RDK1;center;17;orange;attended;primed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
5.37166313132549;1.22885735906087;-7.77100339269879;12.7772781211702;-0.452603996069723;0.139225316566849;1;1;[0.25 0.75] ;RDK2;center;20;blau;attended;nonprimed;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
4.49082715155312;0.809366717799756;-4.90250709999266;11.5397869965282;-0.231513064371514;0.0837362144664942;1;1;[0.25 0.75] ;RDK3;center;23;grün;not attended;not attended;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
6.36745869735787;3.06367778211697;-19.8813432515815;-12.0911124631532;-1.58007681531604;-0.421382566113278;1;2;[0.25 0.75] ;RDK1;center;17;orange;not attended;not attended;{'P7','P5','P9','PO3','PO7','O1','I1','POz','Oz','Iz','P8','P6','PO4','PO8','P10','O2','I2'}
